,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
3052,3052,3052,15044,78706,Sharetea,5336 Geary Blvd,San Francisco,CA,94121,,,,,78706_20161011,10/11/2016 0:00,79.0,Routine - Unscheduled,78706_20161011_103131,Moderate risk vermin infestation,Moderate Risk,20161011,103131,2016-10-11,0,4,0,0,5,0,4
3053,3053,3053,15070,78501,Cobbs Comedy Club,915 Columbus St,San Francisco,CA,94133,,,,,78501_20150909,9/9/2015 0:00,90.0,Routine - Unscheduled,78501_20150909_103131,Moderate risk vermin infestation,Moderate Risk,20150909,103131,2015-09-09,0,0,0,0,3,0,4
3064,3064,3064,15149,83040,Hinata Sushi,810 Van Ness Ave,San Francisco,CA,94109,,,,,83040_20150625,6/25/2015 0:00,98.0,Routine - Unscheduled,83040_20150625_103157,Food safety certificate or food handler card not available,Low Risk,20150625,103157,2015-06-25,0,0,0,0,2,0,2
3075,3075,3075,15229,5530,Simco Coffee/(Espresso Cafe) Seal Location,Pier 39  A-101,San Francisco,CA,94133,,,,,5530_20160829,8/29/2016 0:00,98.0,Routine - Unscheduled,5530_20160829_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160829,103149,2016-08-29,0,2,0,0,0,1,0
3076,3076,3076,15231,84811,"Peet's Coffee & Tea, Inc.",Approved Private Locations,San Francisco,CA,94102,,,,,84811_20161008,10/8/2016 0:00,96.0,Routine - Unscheduled,84811_20161008_103161,Low risk vermin infestation,Low Risk,20161008,103161,2016-10-08,0,0,0,0,2,0,2
3078,3078,3078,15236,81588,Bernal Heights Market,3391 Mission St,San Francisco,CA,94110,,,,14155687025.0,81588_20161215,12/15/2016 0:00,92.0,Routine - Unscheduled,81588_20161215_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,20161215,103151,2016-12-15,0,1,3,0,3,0,2
3080,3080,3080,15256,90583,Mixt Greens,51 Yerba Buena Lane,San Francisco,CA,94105,,,,,90583_20170508,5/8/2017 0:00,,Complaint,90583_20170508_103103,High risk food holding temperature,High Risk,20170508,103103,2017-05-08,1,0,0,1,0,0,0
3090,3090,3090,15337,87149,Seismic Joint,"Pier 15, The Embarcadero",San Francisco,CA,94111,,,,,87149_20161027,10/27/2016 0:00,98.0,Routine - Unscheduled,87149_20161027_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161027,103149,2016-10-27,0,0,0,0,1,3,0
3094,3094,3094,15367,80069,Kabob Job,Off The Grid,San Francisco,CA,,,,,,80069_20161029,10/29/2016 0:00,90.0,Routine - Unscheduled,80069_20161029_103129,Insufficient hot water or running water,Moderate Risk,20161029,103129,2016-10-29,0,0,0,0,1,0,0
3112,3112,3112,15485,88702,Dancing Bull,4217 Geary Blvd,San Francisco,CA,94118,,,,14155357108.0,88702_20160815,8/15/2016 0:00,96.0,Routine - Unscheduled,88702_20160815_103150,Improper or defective plumbing,Low Risk,20160815,103150,2016-08-15,0,0,4,0,0,2,0
3114,3114,3114,15521,85240,Maysoon's Pizza,829 Geary St,San Francisco,CA,94109,,,,,85240_20171010,10/10/2017 0:00,71.0,Routine - Unscheduled,85240_20171010_103161,Low risk vermin infestation,Low Risk,20171010,103161,2017-10-10,0,10,0,0,0,0,8
3141,3141,3141,15764,5578,Simco/Wipe Out Bar & Grill(Hot Dog Cart)-  infront of wipeout,Pier 39  A02,San Francisco,CA,94133,,,,,5578_20150813,8/13/2015 0:00,96.0,Routine - Unscheduled,5578_20150813_103120,Moderate risk food holding temperature,Moderate Risk,20150813,103120,2015-08-13,0,2,0,0,0,0,1
3153,3153,3153,15829,76659,Andersen,303 02nd St,San Francisco,CA,94107,,,,,76659_20150327,3/27/2015 0:00,94.0,Routine - Unscheduled,76659_20150327_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150327,103149,2015-03-27,0,0,0,0,2,0,0
3155,3155,3155,15846,87202,Hot Dog Bills,599 Skyline Blvd #2 Driving Range,San Francisco,CA,94132,,,,14150874301.0,87202_20161217,12/17/2016 0:00,92.0,Routine - Unscheduled,87202_20161217_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161217,103149,2016-12-17,0,0,2,0,3,0,0
3163,3163,3163,15917,81990,Nourish Cafe,189 06th Ave,San Francisco,CA,94118,,,,,81990_20160620,6/20/2016 0:00,84.0,Routine - Unscheduled,81990_20160620_103109,Unclean or unsanitary food contact surfaces,High Risk,20160620,103109,2016-06-20,0,0,0,3,0,3,1
3171,3171,3171,15981,84715,Starbucks Coffee #9211,1 Market St,San Francisco,CA,94105,,,,,84715_20161116,11/16/2016 0:00,94.0,Routine - Unscheduled,84715_20161116_103150,Improper or defective plumbing,Low Risk,20161116,103150,2016-11-16,0,0,0,0,2,0,0
3183,3183,3183,16073,83148,My Tofu House,4627 Geary Blvd,San Francisco,CA,94118,,,,14155751818.0,83148_20160426,4/26/2016 0:00,96.0,Routine - Unscheduled,83148_20160426_103133,Foods not protected from contamination,Moderate Risk,20160426,103133,2016-04-26,0,0,2,0,0,1,0
3184,3184,3184,16080,72002,Japonica,5501 California St,San Francisco,CA,94121,,,,14155414202.0,72002_20171010,10/10/2017 0:00,98.0,Routine - Unscheduled,72002_20171010_103145,Improper storage of equipment utensils or linens,Low Risk,20171010,103145,2017-10-10,0,1,0,0,1,2,0
3188,3188,3188,16117,81166,Subway Sandwiches #61241,1501 B Sloat Blvd,San Francisco,CA,94123,,,,14155981866.0,81166_20160617,6/17/2016 0:00,87.0,Routine - Unscheduled,81166_20160617_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160617,103124,2016-06-17,0,0,1,0,0,3,0
3189,3189,3189,16128,82793,Slice House by Tony Gemignani,680 A 02nd St,San Francisco,CA,94107,,,,,82793_20150430,4/30/2015 0:00,91.0,Routine - Unscheduled,82793_20150430_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk,20150430,103104,2015-04-30,0,0,0,0,3,0,2
3195,3195,3195,16168,82038,Kama O Deli LLC,590 03rd St,San Francisco,CA,94107,,,,,82038_20150512,5/12/2015 0:00,90.0,Routine - Unscheduled,82038_20150512_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20150512,103119,2015-05-12,0,0,3,0,0,0,3
3207,3207,3207,16295,84716,Starbucks Coffee Company #25428,1375 03rd St,San Francisco,CA,94158,,,,,84716_20161216,12/16/2016 0:00,96.0,Routine - Unscheduled,84716_20161216_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20161216,103116,2016-12-16,0,0,0,0,1,0,2
3208,3208,3208,16299,87021,Southern Comfort Kitchen,Off The Grid,San Francisco,CA,,,,,,87021_20160513,5/13/2016 0:00,93.0,Routine - Unscheduled,87021_20160513_103112,No hot water or running water,High Risk,20160513,103112,2016-05-13,0,0,2,0,0,1,0
3212,3212,3212,16347,79498,Picnic On Third,493 03rd St,San Francisco,CA,94107,,,,,79498_20160829,8/29/2016 0:00,94.0,Routine - Unscheduled,79498_20160829_103145,Improper storage of equipment utensils or linens,Low Risk,20160829,103145,2016-08-29,0,0,0,0,0,3,0
3214,3214,3214,16361,75701,Gourment Noodle House,3751 Geary Blvd,San Francisco,CA,94118,,,,14155227427.0,75701_20160919,9/19/2016 0:00,77.0,Routine - Unscheduled,75701_20160919_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20160919,103116,2016-09-19,0,0,6,0,0,6,7
3219,3219,3219,16413,76510,Indochine 508,508 Valencia St,San Francisco,CA,94112,,,,14155625022.0,76510_20160920,9/20/2016 0:00,80.0,Routine - Unscheduled,76510_20160920_103133,Foods not protected from contamination,Moderate Risk,20160920,103133,2016-09-20,7,0,0,0,0,5,0
3222,3222,3222,16433,78301,Fearless,303 02nd St Suite G,San Francisco,CA,94107,,,,,78301_20161121,11/21/2016 0:00,89.0,Routine - Unscheduled,78301_20161121_103105,Improper cooling methods,High Risk,20161121,103105,2016-11-21,3,0,0,0,2,0,0
3224,3224,3224,16454,76958,7 Eleven #2366-35722A,4850 Geary Blvd,San Francisco,CA,94118,,,,,76958_20160920,9/20/2016 0:00,84.0,Routine - Unscheduled,76958_20160920_103157,Food safety certificate or food handler card not available,Low Risk,20160920,103157,2016-09-20,0,5,0,0,0,6,4
3233,3233,3233,16508,87059,Coffee Bar-Montgomery,101 Montgomery St Suite 101C,San Francisco,CA,94014,,,,,87059_20180102,1/2/2018 0:00,98.0,Routine - Unscheduled,87059_20180102_103141,Improper food labeling or menu misrepresentation,Low Risk,20180102,103141,2018-01-02,1,0,0,0,2,0,0
3239,3239,3239,16605,87200,Hot Dog Bills,599 Skyline Blvd #1 Lakeside,San Francisco,CA,94132,,,,14150874301.0,87200_20161217,12/17/2016 0:00,98.0,Routine - Unscheduled,87200_20161217_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161217,103144,2016-12-17,0,0,1,0,1,0,0
3241,3241,3241,16625,78332,Hot Pot Island,5512 Geary Blvd,San Francisco,CA,94121,,,,,78332_20150414,4/14/2015 0:00,92.0,Routine - Unscheduled,78332_20150414_103157,Food safety certificate or food handler card not available,Low Risk,20150414,103157,2015-04-14,0,0,6,0,0,6,4
3243,3243,3243,16644,86356,The Waffle Roost,Off the Grid,San Francisco,CA,,,,,,86356_20160618,6/18/2016 0:00,87.0,Routine - Unscheduled,86356_20160618_103103,High risk food holding temperature,High Risk,20160618,103103,2016-06-18,0,3,0,1,0,4,0
3246,3246,3246,16665,80416,Mugizo,1581 Webster St 217,San Francisco,CA,94115,,,,14150550005.0,80416_20160824,8/24/2016 0:00,79.0,Routine - Unscheduled,80416_20160824_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160824,103154,2016-08-24,0,0,0,0,0,5,0
3248,3248,3248,16697,76687,Merchants Exchange Productions,465 California St  Suite 1600,San Francisco,CA,94104,,,,,76687_20160712,7/12/2016 0:00,92.0,Routine - Unscheduled,76687_20160712_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160712,103144,2016-07-12,0,0,0,0,0,3,0
3256,3256,3256,16722,81203,The View Cafe,3333 California St 232,San Francisco,CA,94118,,,,14155929333.0,81203_20160516,5/16/2016 0:00,91.0,Routine - Unscheduled,81203_20160516_103139,Improper food storage,Low Risk,20160516,103139,2016-05-16,3,0,0,0,0,2,0
3262,3262,3262,16763,81647,Halal Cart LLC,1 Market St,San Francisco,CA,94105,,,,14150867612.0,81647_20160122,1/22/2016 0:00,,Structural Inspection,81647_20160122_103156,Permit license or inspection report not posted,Low Risk,20160122,103156,2016-01-22,0,0,0,0,4,0,2
3274,3274,3274,16855,80901,Fox and Lion Bread Co,5273 03rd St,San Francisco,CA,94124,,,,14155606807.0,80901_20160614,6/14/2016 0:00,93.0,Routine - Unscheduled,80901_20160614_103109,Unclean or unsanitary food contact surfaces,High Risk,20160614,103109,2016-06-14,0,1,0,0,0,1,0
3275,3275,3275,16859,85319,Curry Up Now #5,Approved Locations,San Francisco,CA,,,,,,85319_20160204,2/4/2016 0:00,,Structural Inspection,85319_20160204_103129,Insufficient hot water or running water,Moderate Risk,20160204,103129,2016-02-04,0,0,5,2,0,0,3
3279,3279,3279,16885,81350,Little City Market,1400 Stockton St,San Francisco,CA,,,,,14155396854.0,81350_20160517,5/17/2016 0:00,96.0,Routine - Unscheduled,81350_20160517_103139,Improper food storage,Low Risk,20160517,103139,2016-05-17,0,0,0,0,0,2,0
3283,3283,3283,16934,83642,Paojao Dumpling & Noodles,380 Bush St #6,San Francisco,CA,94104,,,,,83642_20160829,8/29/2016 0:00,86.0,Routine - Unscheduled,83642_20160829_103105,Improper cooling methods,High Risk,20160829,103105,2016-08-29,0,0,4,0,0,2,0
3296,3296,3296,17113,76337,Savourie Streets,Approved Private Locations,San Francisco,CA,,,,,,76337_20160127,1/27/2016 0:00,,Structural Inspection,76337_20160127_103147,Inadequate ventilation or lighting,Low Risk,20160127,103147,2016-01-27,0,0,0,2,0,0,1
3303,3303,3303,17184,70993,Subway Sanwich #56406,595 Buckingham Way Suit 587,San Francisco,CA,94132,,,,14155981866.0,70993_20180102,1/2/2018 0:00,92.0,Routine - Unscheduled,70993_20180102_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180102,103119,2018-01-02,3,0,0,2,0,3,0
3308,3308,3308,17253,75177,Suzu Japanese Restaurant,1581 Webster St #105,San Francisco,CA,94115,,,,,75177_20160822,8/22/2016 0:00,82.0,Routine - Unscheduled,75177_20160822_103114,High risk vermin infestation,High Risk,20160822,103114,2016-08-22,2,0,0,0,0,4,4
3326,3326,3326,17421,70416,Starbucks Coffee #17517,100 01st St,San Francisco,CA,94105,,,,,70416_20161221,12/21/2016 0:00,85.0,Routine - Unscheduled,70416_20161221_103161,Low risk vermin infestation,Low Risk,20161221,103161,2016-12-21,2,0,0,0,5,0,0
3328,3328,3328,17444,77457,City Smoke House LLC,35 06th St,San Francisco,CA,94103,,,,,77457_20160620,6/20/2016 0:00,89.0,Routine - Unscheduled,77457_20160620_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160620,103149,2016-06-20,0,0,0,3,0,3,0
3331,3331,3331,17454,86379,Scopo Divino,2800 California St  Unit 101,San Francisco,CA,94115,,,,14155697777.0,86379_20160713,7/13/2016 0:00,98.0,Routine - Unscheduled,86379_20160713_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160713,103144,2016-07-13,2,0,0,3,0,1,0
3334,3334,3334,17460,88840,Poke Shack,Approved Private Locations,San Francisco,CA,94103,,,,,88840_20161013,10/13/2016 0:00,92.0,Routine - Unscheduled,88840_20161013_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161013,103144,2016-10-13,0,1,0,0,3,0,0
3340,3340,3340,17482,78337,Dum,Off The Grid,San Francisco,CA,,,,,,78337_20160518,5/18/2016 0:00,82.0,Routine - Unscheduled,78337_20160518_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160518,103124,2016-05-18,0,0,1,0,0,3,0
3363,3363,3363,17680,76749,Whole Cakes,100 01st St #GB01,San Francisco,CA,94105,,,,,76749_20161221,12/21/2016 0:00,89.0,Routine - Unscheduled,76749_20161221_103145,Improper storage of equipment utensils or linens,Low Risk,20161221,103145,2016-12-21,0,0,0,0,3,0,0
3380,3380,3380,17828,78105,Proper Food,100 01st St GA01,San Francisco,CA,94105,,,,,78105_20161221,12/21/2016 0:00,98.0,Routine - Unscheduled,78105_20161221_103157,Food safety certificate or food handler card not available,Low Risk,20161221,103157,2016-12-21,0,1,0,0,1,0,0
3385,3385,3385,17849,93073,Kaisen Don,1939 Ocean Ave,San Francisco,CA,94127,,,,,93073_20180103,1/3/2018 0:00,94.0,Routine - Unscheduled,93073_20180103_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180103,103149,2018-01-03,2,0,0,0,0,0,0
3393,3393,3393,17912,70521,Estrella Taqueria,380 Bush St #5,San Francisco,CA,94104,,,,,70521_20160601,6/1/2016 0:00,82.0,Routine - Unscheduled,70521_20160601_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20160601,103116,2016-06-01,0,0,5,0,0,6,0
3399,3399,3399,17946,78314,Seoulful,200 Larkin,San Francisco,CA,94102,,,,,78314_20150317,3/17/2015 0:00,90.0,Routine - Unscheduled,78314_20150317_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150317,103149,2015-03-17,0,0,0,1,0,0,0
3403,3403,3403,17967,84740,Judie's Tacos Locos,Off The Grid,San Francisco,CA,,,,,,84740_20161013,10/13/2016 0:00,92.0,Routine - Unscheduled,84740_20161013_103133,Foods not protected from contamination,Moderate Risk,20161013,103133,2016-10-13,0,0,4,0,3,0,0
3405,3405,3405,17990,86405,V16 LLC,3092 16th St,San Francisco,CA,94103,,,,,86405_20160920,9/20/2016 0:00,88.0,Routine - Unscheduled,86405_20160920_103133,Foods not protected from contamination,Moderate Risk,20160920,103133,2016-09-20,0,0,0,0,0,3,0
3409,3409,3409,18015,76374,Wang Wah Restaurant,1612 Ocean Ave,San Francisco,CA,94112,,,,14155584953.0,76374_20161220,12/20/2016 0:00,94.0,Routine - Unscheduled,76374_20161220_103123,Food in poor condition,Moderate Risk,20161220,103123,2016-12-20,0,0,4,0,2,5,2
3413,3413,3413,18071,82655,Mizutani Sushi Bar,4406 California St,San Francisco,CA,94118,,,,,82655_20160506,5/6/2016 0:00,94.0,Routine - Unscheduled,82655_20160506_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160506,103119,2016-05-06,0,0,0,0,5,2,0
3416,3416,3416,18083,80233,Buffalo Kitchen,107 Leland Ave,San Francisco,CA,94134,,,,,80233_20160718,7/18/2016 0:00,81.0,Routine - Unscheduled,80233_20160718_103102,Unclean hands or improper use of gloves,High Risk,20160718,103102,2016-07-18,0,0,0,0,5,5,0
3420,3420,3420,18111,81796,Barry's Boot Camp,2246 Lombard St,San Francisco,CA,94123,,,,,81796_20160920,9/20/2016 0:00,93.0,Routine - Unscheduled,81796_20160920_103107,Improper reheating of food,High Risk,20160920,103107,2016-09-20,1,0,0,0,0,1,2
3425,3425,3425,18183,79206,Pho Express,380 Bush St #4,San Francisco,CA,94104,,,,,79206_20160830,8/30/2016 0:00,71.0,Routine - Unscheduled,79206_20160830_103102,Unclean hands or improper use of gloves,High Risk,20160830,103102,2016-08-30,0,0,7,0,0,6,0
3427,3427,3427,18197,70797,Cafe Du Soleil,345 03rd St,San Francisco,CA,94107,,,,,70797_20160824,8/24/2016 0:00,96.0,Routine - Unscheduled,70797_20160824_103156,Permit license or inspection report not posted,Low Risk,20160824,103156,2016-08-24,0,0,0,0,0,2,0
3435,3435,3435,18309,81140,The Whole Cart,Off The Grid,San Francisco,CA,94102,,,,14155335884.0,81140_20150925,9/25/2015 0:00,94.0,Routine - Unscheduled,81140_20150925_103157,Food safety certificate or food handler card not available,Low Risk,20150925,103157,2015-09-25,0,0,0,0,0,0,3
3440,3440,3440,18350,70142,Rosa Mexicano,30 Mission St,San Francisco,CA,94105,,,,,70142_20150403,4/3/2015 0:00,92.0,Routine - Unscheduled,70142_20150403_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20150403,103149,2015-04-03,3,0,0,0,4,0,3
3444,3444,3444,18379,74594,Shabusen,1726 Buchannan St,San Francisco,CA,94115,,,,,74594_20161005,10/5/2016 0:00,88.0,Routine - Unscheduled,74594_20161005_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161005,103144,2016-10-05,0,0,0,0,4,0,0
3455,3455,3455,18490,85731,Eatsa,1 California St,San Francisco,CA,94104,,,,,85731_20160622,6/22/2016 0:00,90.0,Routine - Unscheduled,85731_20160622_103139,Improper food storage,Low Risk,20160622,103139,2016-06-22,0,1,0,0,0,4,0
3463,3463,3463,18555,70365,The Chapel,777 Valencia St,San Francisco,CA,94110,,,,14150861354.0,70365_20171018,10/18/2017 0:00,85.0,Routine - Unscheduled,70365_20171018_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171018,103119,2017-10-18,0,3,0,0,0,4,0
3464,3464,3464,18576,81269,Benjamin Cooper,398 Geary St Mezzanine Level,San Francisco,CA,94102,,,,14155363923.0,81269_20160226,2/26/2016 0:00,92.0,Routine - Unscheduled,81269_20160226_103120,Moderate risk food holding temperature,Moderate Risk,20160226,103120,2016-02-26,0,0,0,0,0,0,2
3466,3466,3466,18597,81089,Miss Tomato Sandwich Shop,388 Market St #106,San Francisco,CA,94111,,,,14155390100.0,81089_20160622,6/22/2016 0:00,83.0,Routine - Unscheduled,81089_20160622_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160622,103149,2016-06-22,0,6,0,0,0,5,0
3479,3479,3479,18687,84843,Cafe Reveille,610 Long Bridge,San Francisco,CA,,,,,14155908868.0,84843_20161031,10/31/2016 0:00,90.0,Routine - Unscheduled,84843_20161031_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161031,103119,2016-10-31,0,0,0,0,3,0,0
3484,3484,3484,18724,81815,Myriad,2491 Mission St,San Francisco,CA,94110,,,,14155977001.0,81815_20160622,6/22/2016 0:00,87.0,Routine - Unscheduled,81815_20160622_103133,Foods not protected from contamination,Moderate Risk,20160622,103133,2016-06-22,0,0,4,0,0,3,0
3485,3485,3485,18734,70418,San Francisco Cooking School,690 Van Ness Ave,San Francisco,CA,94102,,,,,70418_20150818,8/18/2015 0:00,90.0,Routine - Unscheduled,70418_20150818_103131,Moderate risk vermin infestation,Moderate Risk,20150818,103131,2015-08-18,0,0,0,0,1,0,3
3488,3488,3488,18757,80925,Hampton Inn San Francisco Downtown Convention Center,942 Mission St,San Francisco,CA,,,,,,80925_20160621,6/21/2016 0:00,98.0,Routine - Unscheduled,80925_20160621_103150,Improper or defective plumbing,Low Risk,20160621,103150,2016-06-21,0,0,0,3,0,1,0
3491,3491,3491,18782,83415,La Capra Coffee,360 03rd St Suite 101,San Francisco,CA,94107,,,,,83415_20171012,10/12/2017 0:00,87.0,Routine - Unscheduled,83415_20171012_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171012,103124,2017-10-12,0,3,0,0,0,3,4
3493,3493,3493,18796,74994,Seoul Garden Restaurant,22 Peace Plaza  #270,San Francisco,CA,94115,,,,,74994_20161012,10/12/2016 0:00,87.0,Routine - Unscheduled,74994_20161012_103114,High risk vermin infestation,High Risk,20161012,103114,2016-10-12,0,0,0,0,3,0,0
3499,3499,3499,18844,86694,Cumaica Coffee Co. #2,4724 Mission,San Francisco,CA,94112,,,,,86694_20161014,10/14/2016 0:00,89.0,Routine - Unscheduled,86694_20161014_103103,High risk food holding temperature,High Risk,20161014,103103,2016-10-14,0,4,0,0,3,0,3
3506,3506,3506,18890,81106,Vallarta's Taco Bar,2022 Mission St,San Francisco,CA,94110,,,,14155258810.0,81106_20150731,7/31/2015 0:00,87.0,Routine - Unscheduled,81106_20150731_103103,High risk food holding temperature,High Risk,20150731,103103,2015-07-31,0,0,7,0,0,10,3
3516,3516,3516,18959,90881,Izakaya Umai,22 Peace Plaza  530,San Francisco,CA,94115,,,,14155657196.0,90881_20170327,3/27/2017 0:00,94.0,Routine - Unscheduled,90881_20170327_103118,Employee eating or smoking,Moderate Risk,20170327,103118,2017-03-27,0,0,0,0,2,0,0
3519,3519,3519,18965,73963,Spicy Garden Restaurant,996 Mission St,San Francisco,CA,94103,,,,,73963_20160718,7/18/2016 0:00,96.0,Routine - Unscheduled,73963_20160718_103139,Improper food storage,Low Risk,20160718,103139,2016-07-18,0,0,0,5,0,2,9
3533,3533,3533,19143,81719,Silver Cloud,1994 Lombard St,San Francisco,CA,94123,,,,,81719_20160919,9/19/2016 0:00,82.0,Routine - Unscheduled,81719_20160919_103120,Moderate risk food holding temperature,Moderate Risk,20160919,103120,2016-09-19,0,0,0,0,0,7,0
3549,3549,3549,19279,72132,Little Red Riding Truck,Soma Street Food Park,San Francisco,CA,,,,,,72132_20160412,4/12/2016 0:00,94.0,Routine - Unscheduled,72132_20160412_103143,Inadequate warewashing facilities or equipment,Low Risk,20160412,103143,2016-04-12,0,0,0,2,0,2,0
3554,3554,3554,19311,76681,Elephant Sushi 2,380 Golden Gate Ave,San Francisco,CA,94102,,,,,76681_20171018,10/18/2017 0:00,88.0,Routine - Unscheduled,76681_20171018_103131,Moderate risk vermin infestation,Moderate Risk,20171018,103131,2017-10-18,0,4,0,0,0,6,0
3562,3562,3562,19362,93465,Bunn Mike,2175 Market St k,San Francisco,CA,94114,,,,,93465_20180104,1/4/2018 0:00,91.0,Routine - Unscheduled,93465_20180104_103103,High risk food holding temperature,High Risk,20180104,103103,2018-01-04,2,0,0,0,0,0,0
3580,3580,3580,19558,82898,Park Central Hotel SF-3rd Floor Pantry,50 03rd St,San Francisco,CA,94103,,,,,82898_20150825,8/25/2015 0:00,81.0,Routine - Unscheduled,82898_20150825_103134,Other moderate risk violation,Moderate Risk,20150825,103134,2015-08-25,3,0,0,0,0,0,4
3585,3585,3585,19595,81442,The Crafty Fox Ale House,1700 Mission St,San Francisco,CA,94103,,,,14155371631.0,81442_20160623,6/23/2016 0:00,88.0,Routine - Unscheduled,81442_20160623_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160623,103124,2016-06-23,0,0,0,0,0,3,0
3589,3589,3589,19647,82207,Mathilde French Bistro,315 05th St,San Francisco,CA,94107,,,,,82207_20171017,10/17/2017 0:00,86.0,Routine - Unscheduled,82207_20171017_103133,Foods not protected from contamination,Moderate Risk,20171017,103133,2017-10-17,0,4,0,0,0,0,3
3593,3593,3593,19686,78555,Pier 2620 Hotel Fisherman's Wharf,2620 Jones St 3rd Flr.,San Francisco,CA,94133,,,,14155265860.0,78555_20160622,6/22/2016 0:00,94.0,Routine - Unscheduled,78555_20160622_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160622,103119,2016-06-22,0,0,0,0,0,2,0
3596,3596,3596,19714,83827,MAHALO !,1376 09th Ave,San Francisco,CA,94122,,,,14155813948.0,83827_20150814,8/14/2015 0:00,81.0,Routine - Unscheduled,83827_20150814_103161,Low risk vermin infestation,Low Risk,20150814,103161,2015-08-14,2,0,0,0,0,0,6
3601,3601,3601,19797,86111,Local Tap,600 03rd St,San Francisco,CA,94107,,,,14155995654.0,86111_20160224,2/24/2016 0:00,92.0,Routine - Unscheduled,86111_20160224_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160224,103119,2016-02-24,0,0,2,0,0,0,2
3602,3602,3602,19800,80279,Bon Appetit Management Company,350 Rhode Island St 150,San Francisco,CA,94107,,,,,80279_20161102,11/2/2016 0:00,94.0,Routine - Unscheduled,80279_20161102_103120,Moderate risk food holding temperature,Moderate Risk,20161102,103120,2016-11-02,0,0,0,0,2,0,0
3608,3608,3608,19827,79607,Taqueria Angelica's #2,Off the Grid,San Francisco,CA,94129,,,,,79607_20150408,4/8/2015 0:00,94.0,Routine - Unscheduled,79607_20150408_103147,Inadequate ventilation or lighting,Low Risk,20150408,103147,2015-04-08,0,0,0,0,0,0,2
3613,3613,3613,19876,85051,Blue Bottle Coffee,1 Ferry Building  Kiosk #56,San Francisco,CA,94111,,,,,85051_20161227,12/27/2016 0:00,92.0,Routine - Unscheduled,85051_20161227_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161227,103154,2016-12-27,0,0,0,0,3,0,0
3628,3628,3628,20020,75217,Los Reyes,2101 Geneva Ave,San Francisco,CA,94134,,,,,75217_20160831,8/31/2016 0:00,81.0,Routine - Unscheduled,75217_20160831_103102,Unclean hands or improper use of gloves,High Risk,20160831,103102,2016-08-31,0,0,4,0,0,5,6
3632,3632,3632,20047,79667,Chez Julien,100 Bush St #110,San Francisco,CA,94102,,,,14155391816.0,79667_20160510,5/10/2016 0:00,83.0,Routine - Unscheduled,79667_20160510_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk,20160510,103104,2016-05-10,0,0,4,0,0,6,0
3641,3641,3641,20121,80484,Omakase,665 Townsend St,San Francisco,CA,94103,,,,,80484_20161102,11/2/2016 0:00,96.0,Routine - Unscheduled,80484_20161102_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161102,103119,2016-11-02,0,0,0,0,1,0,0
