,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
2227,2737,CAFFE' ROMA,885 Bryant St,San Francisco,CA,94103,37.774677,-122.404222,"(37.774677, -122.404222)",14155297662.0,2737_20150622,6/22/2015 0:00,83.0,Routine - Unscheduled,2737_20150622_103114,High risk vermin infestation,High Risk,20150622,103114,2015-06-22,0,0,3,0,0,0,5
2228,4803,SAN BRUNO SUPERMARKET,2480 SAN BRUNO Ave,San Francisco,CA,94134,37.730527,-122.404861,"(37.730527, -122.404861)",,4803_20160614,6/14/2016 0:00,73.0,Routine - Unscheduled,4803_20160614_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160614,103119,2016-06-14,0,0,6,0,6,7,6
2229,5797,SLOAT ELEMENTARY SCHOOL,50 DARIEN Way,San Francisco,CA,94127,37.731868,-122.470957,"(37.731868, -122.470957)",,5797_20161006,10/6/2016 0:00,98.0,Routine - Unscheduled,5797_20161006_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161006,103144,2016-10-06,1,0,1,0,3,0,2
2230,59179,Oasis Cafe,901 Divisadero St,San Francisco,CA,94115,37.777965,-122.438424,"(37.777965, -122.438424)",,59179_20150402,4/2/2015 0:00,81.0,Routine - Unscheduled,59179_20150402_103103,High risk food holding temperature,High Risk,20150402,103103,2015-04-02,0,0,0,0,0,0,5
2231,1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,37.788587,-122.413795,"(37.788587, -122.413795)",,1598_20160505,5/5/2016 0:00,90.0,Routine - Unscheduled,1598_20160505_103133,Foods not protected from contamination,Moderate Risk,20160505,103133,2016-05-05,0,2,0,7,0,3,2
2232,5485,AT&T - Hol N Jam Down Third (Cotton Candy/Lemonade),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500.0,5485_20160410,4/10/2016 0:00,98.0,Routine - Unscheduled,5485_20160410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160410,103149,2016-04-10,0,0,0,1,0,1,1
2233,477,Il Pollaio,555 Columbus Ave,San Francisco,CA,94133,37.800036,-122.409817,"(37.800036, -122.409817)",,477_20160406,4/6/2016 0:00,88.0,Routine - Unscheduled,477_20160406_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160406,103124,2016-04-06,0,0,0,3,0,4,3
2234,63940,Mi Pueblito Market,2765 Mission St,San Francisco,CA,94110,37.752813,-122.418496,"(37.752813, -122.418496)",,63940_20160310,3/10/2016 0:00,88.0,Routine - Unscheduled,63940_20160310_103141,Improper food labeling or menu misrepresentation,Low Risk,20160310,103141,2016-03-10,5,0,0,0,4,0,5
2235,69250,"Fame Venue, LLC",443 Broadway St,San Francisco,CA,94133,37.798082,-122.404622,"(37.798082, -122.404622)",,69250_20160707,7/7/2016 0:00,98.0,Routine - Unscheduled,69250_20160707_103150,Improper or defective plumbing,Low Risk,20160707,103150,2016-07-07,2,0,0,0,0,1,2
2236,7748,FOODS CO. #351,345 WILLIAMS Ave,San Francisco,CA,94124,37.730164,-122.39911399999998,"(37.730164, -122.399114)",14155331870.0,7748_20150728,7/28/2015 0:00,94.0,Routine - Unscheduled,7748_20150728_103120,Moderate risk food holding temperature,Moderate Risk,20150728,103120,2015-07-28,0,0,0,0,3,0,1
2237,1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,San Francisco,CA,94118,37.78083400000001,-122.46659,"(37.780834, -122.46659)",,1203_20150924,9/24/2015 0:00,92.0,Routine - Unscheduled,1203_20150924_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150924,103154,2015-09-24,0,0,6,0,1,0,3
2238,63619,Subway Sandwiches,77 Van Ness Ave #100,San Francisco,CA,94102,37.776133,-122.419484,"(37.776133, -122.419484)",14155981866.0,63619_20160829,8/29/2016 0:00,92.0,Routine - Unscheduled,63619_20160829_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160829,103144,2016-08-29,0,0,3,0,4,3,3
2239,62746,Green Bamboo,1240 NORIEGA St,San Francisco,CA,94122,37.754249,-122.477086,"(37.754249, -122.477086)",,62746_20160712,7/12/2016 0:00,96.0,Routine - Unscheduled,62746_20160712_103145,Improper storage of equipment utensils or linens,Low Risk,20160712,103145,2016-07-12,0,0,0,0,2,2,2
2240,79196,Veraci Pizza,32 06th St,San Francisco,CA,94103,,,,,79196_20160614,6/14/2016 0:00,84.0,Routine - Unscheduled,79196_20160614_103157,Food safety certificate or food handler card not available,Low Risk,20160614,103157,2016-06-14,2,0,0,0,5,6,2
2241,65260,Zpizza,833 Mission St Suite C & D1,San Francisco,CA,94103,37.774722,-122.40676100000002,"(37.774722, -122.406761)",,65260_20160614,6/14/2016 0:00,94.0,Routine - Unscheduled,65260_20160614_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160614,103124,2016-06-14,0,0,0,0,2,2,2
2242,1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751885,-122.418406,"(37.751885, -122.418406)",14155282131.0,1021_20160819,8/19/2016 0:00,91.0,Routine - Unscheduled,1021_20160819_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160819,103149,2016-08-19,0,0,4,0,0,2,1
2243,2862,Jasper's Corner Tap & Kitchen,401 Taylor St,San Francisco,CA,94102,37.786042,-122.411392,"(37.786042, -122.411392)",,2862_20180308,3/8/2018 0:00,96.0,Routine - Unscheduled,2862_20180308_103120,Moderate risk food holding temperature,Moderate Risk,20180308,103120,2018-03-08,1,0,0,0,4,0,5
2244,75850,Emo's Cafe & Deli,201 A Turk St,San Francisco,CA,94102,,,,,75850_20160711,7/11/2016 0:00,90.0,Routine - Unscheduled,75850_20160711_103157,Food safety certificate or food handler card not available,Low Risk,20160711,103157,2016-07-11,2,0,3,0,0,4,3
2245,6521,POTRERO TERRACE MARKET,990 WISCONSIN St,San Francisco,CA,94107,37.754882,-122.39879,"(37.754882, -122.39879)",,6521_20171219,12/19/2017 0:00,92.0,Routine - Unscheduled,6521_20171219_103158,Unpermitted food facility,Low Risk,20171219,103158,2017-12-19,0,3,0,0,1,0,3
2246,63757,Ajisen Ramen,865 Market St #STC-12,San Francisco,CA,94103,37.784317,-122.40756299999998,"(37.784317, -122.407563)",,63757_20160711,7/11/2016 0:00,81.0,Routine - Unscheduled,63757_20160711_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160711,103119,2016-07-11,4,0,0,0,3,4,8
2247,60616,Sheffield Convalescent Hospital,1133 South Van Ness Ave,San Francisco,CA,94110,37.755044,-122.416506,"(37.755044, -122.416506)",14155643117.0,60616_20160107,1/7/2016 0:00,,Foodborne Illness Investigation,60616_20160107_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160107,103119,2016-01-07,0,2,0,0,0,3,1
2248,7495,LINCOLN 76,1200 LA PLAYA St,San Francisco,CA,94122,37.763483,-122.509335,"(37.763483, -122.509335)",,7495_20161024,10/24/2016 0:00,96.0,Routine - Unscheduled,7495_20161024_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,20161024,103151,2016-10-24,0,0,0,0,2,0,2
2249,75353,Grumpy Cafe,66 Dorman Ave,San Francisco,CA,94124,,,,,75353_20150511,5/11/2015 0:00,92.0,Routine - Unscheduled,75353_20150511_103139,Improper food storage,Low Risk,20150511,103139,2015-05-11,0,0,0,3,0,0,3
2250,84856,Washington Square Inn,1660 Stockton St,San Francisco,CA,94133,,,,,84856_20150918,9/18/2015 0:00,94.0,Routine - Unscheduled,84856_20150918_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20150918,103144,2015-09-18,0,0,0,0,0,2,2
2251,68699,Pretty Please Bakeshop,291 03rd Ave,San Francisco,CA,94118,37.783545,-122.461458,"(37.783545, -122.461458)",,68699_20161026,10/26/2016 0:00,98.0,Routine - Unscheduled,68699_20161026_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161026,103149,2016-10-26,0,0,0,0,1,0,4
2252,76595,Joo Mak,4828 Geary Blvd,San Francisco,CA,94118,,,,,76595_20150402,4/2/2015 0:00,96.0,Routine - Unscheduled,76595_20150402_103142,Unclean nonfood contact surfaces,Low Risk,20150402,103142,2015-04-02,0,0,0,0,5,0,2
2253,1127,Starbucks Coffee,555 California St,San Francisco,CA,94104,37.792773,-122.403567,"(37.792773, -122.403567)",,1127_20160615,6/15/2016 0:00,94.0,Routine - Unscheduled,1127_20160615_103142,Unclean nonfood contact surfaces,Low Risk,20160615,103142,2016-06-15,0,2,0,0,0,3,2
2254,14075,BLUE BOTTLE COFFEE LLC,315 LINDEN ST,San Francisco,CA,94102,37.77634000000001,-122.423099,"(37.77634, -122.423099)",,14075_20160711,7/11/2016 0:00,94.0,Routine - Unscheduled,14075_20160711_103129,Insufficient hot water or running water,Moderate Risk,20160711,103129,2016-07-11,0,0,0,0,0,2,2
2255,75689,Tosca Cafe,242 Columbus Ave,San Francisco,CA,94133,,,,14157512710.0,75689_20160707,7/7/2016 0:00,98.0,Routine - Unscheduled,75689_20160707_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160707,103144,2016-07-07,0,0,0,0,0,1,1
2256,2919,OMNI S.F. Hotel - Restaurant & Bar,"500 California St, 1st Floor",San Francisco,CA,94104,37.792888,-122.403135,"(37.792888, -122.403135)",,2919_20160311,3/11/2016 0:00,79.0,Routine - Unscheduled,2919_20160311_103148,No thermometers or uncalibrated thermometers,Low Risk,20160311,103148,2016-03-11,0,1,0,0,2,0,6
2257,78668,Wicked Grounds,289 08th St,San Francisco,CA,94103,,,,,78668_20160822,8/22/2016 0:00,96.0,Routine - Unscheduled,78668_20160822_103142,Unclean nonfood contact surfaces,Low Risk,20160822,103142,2016-08-22,1,0,0,0,3,2,1
2258,3498,Pacific Union Club,1000 California St,San Francisco,CA,94108,37.791788,-122.411324,"(37.791788, -122.411324)",,3498_20160516,5/16/2016 0:00,94.0,Routine - Unscheduled,3498_20160516_103127,Noncompliance with HAACP plan or variance,Moderate Risk,20160516,103127,2016-05-16,0,1,0,0,0,2,1
2259,2899,Public House/Mijita,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",,2899_20161213,12/13/2016 0:00,94.0,Routine - Unscheduled,2899_20161213_103147,Inadequate ventilation or lighting,Low Risk,20161213,103147,2016-12-13,0,0,0,0,2,0,2
2260,79783,Sixth Course,1544 15th St,San Francisco,CA,94103,,,,14155726872.0,79783_20160614,6/14/2016 0:00,96.0,Routine - Unscheduled,79783_20160614_103133,Foods not protected from contamination,Moderate Risk,20160614,103133,2016-06-14,0,0,0,0,0,1,1
2261,77738,Park Plaza Fine Foods,111 Cambon Dr,San Francisco,CA,94132,,,,14155587075.0,77738_20161207,12/7/2016 0:00,88.0,Routine - Unscheduled,77738_20161207_103129,Insufficient hot water or running water,Moderate Risk,20161207,103129,2016-12-07,0,0,0,5,4,0,4
2262,33911,B Star,127 CLEMENT St,San Francisco,CA,94118,37.783093,-122.460649,"(37.783093, -122.460649)",,33911_20161006,10/6/2016 0:00,68.0,Routine - Unscheduled,33911_20161006_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20161006,103124,2016-10-06,3,0,0,0,7,5,3
2263,38201,Cafe Venue Fremont,215 Fremont St,San Francisco,CA,94105,37.788864,-122.394613,"(37.788864, -122.394613)",,38201_20150615,6/15/2015 0:00,85.0,Routine - Unscheduled,38201_20150615_103139,Improper food storage,Low Risk,20150615,103139,2015-06-15,0,0,3,0,0,0,6
2264,80315,Notes From Underground Cafe,2399 Van Ness Ave,San Francisco,CA,,,,,14155538388.0,80315_20160608,6/8/2016 0:00,92.0,Routine - Unscheduled,80315_20160608_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160608,103154,2016-06-08,0,3,2,0,0,4,3
2265,34728,Pete's Tavern,128 KING STREET,San Francisco,CA,94107,37.779343,-122.390519,"(37.779343, -122.390519)",,34728_20161213,12/13/2016 0:00,90.0,Routine - Unscheduled,34728_20161213_103159,Worker safety hazards,Low Risk,20161213,103159,2016-12-13,0,0,0,0,4,0,4
2266,89515,One Waan Thai,2922 Diamond St,San Francisco,CA,94131,,,,,89515_20161103,11/3/2016 0:00,98.0,Routine - Unscheduled,89515_20161103_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161103,103154,2016-11-03,0,0,1,0,1,0,1
2267,192,ARLEQUIN,384 B Hayes St,San Francisco,CA,94102,37.777014,-122.422345,"(37.777014, -122.422345)",,192_20160628,6/28/2016 0:00,90.0,Routine - Unscheduled,192_20160628_103131,Moderate risk vermin infestation,Moderate Risk,20160628,103131,2016-06-28,0,0,0,2,0,3,2
2268,37152,"Pho Vung Tau, Inc",708 Vallejo St,San Francisco,CA,94133,37.798578000000006,-122.409094,"(37.798578, -122.409094)",,37152_20160712,7/12/2016 0:00,81.0,Routine - Unscheduled,37152_20160712_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160712,103124,2016-07-12,0,5,0,0,0,5,7
2269,36730,Clementine,126 CLEMENT St,San Francisco,CA,94118,37.783148,-122.46066100000002,"(37.783148, -122.460661)",,36730_20161006,10/6/2016 0:00,88.0,Routine - Unscheduled,36730_20161006_103150,Improper or defective plumbing,Low Risk,20161006,103150,2016-10-06,2,0,0,0,4,0,2
2270,76442,Long Bridge Pizza Company,2347 03rd St,San Francisco,CA,94107,,,,,76442_20151001,10/1/2015 0:00,93.0,Routine - Unscheduled,76442_20151001_103105,Improper cooling methods,High Risk,20151001,103105,2015-10-01,0,0,0,0,0,0,1
2271,951,KENTUCKY FRIED CHICKEN #50,1900 IRVING St,San Francisco,CA,94122,37.763528,-122.478362,"(37.763528, -122.478362)",,951_20160426,4/26/2016 0:00,88.0,Routine - Unscheduled,951_20160426_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160426,103154,2016-04-26,0,0,0,0,0,4,3
2272,2216,Hong Kong Clay Pot City Restaurant,960 Grant Ave,San Francisco,CA,94108,37.795868,-122.406557,"(37.795868, -122.406557)",,2216_20150827,8/27/2015 0:00,82.0,Routine - Unscheduled,2216_20150827_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20150827,103124,2015-08-27,0,5,0,0,7,3,3
2273,58879,Tony's Pizza,1570 Stockton St,San Francisco,CA,94133,37.800297,-122.409107,"(37.800297, -122.409107)",,58879_20160615,6/15/2016 0:00,86.0,Routine - Unscheduled,58879_20160615_103132,Improper thawing methods,Moderate Risk,20160615,103132,2016-06-15,4,0,0,0,0,4,4
2274,66637,Godzila Sushi,1800 DIVISADERO St,San Francisco,CA,94115,37.786229,-122.439984,"(37.786229, -122.439984)",,66637_20160315,3/15/2016 0:00,80.0,Routine - Unscheduled,66637_20160315_103131,Moderate risk vermin infestation,Moderate Risk,20160315,103131,2016-03-15,0,0,0,0,4,0,4
2275,6944,ABC Super Market Inc,641 Broadway St,San Francisco,CA,94133,37.797753,-122.407597,"(37.797753, -122.407597)",,6944_20150922,9/22/2015 0:00,73.0,Routine - Unscheduled,6944_20150922_103114,High risk vermin infestation,High Risk,20150922,103114,2015-09-22,0,4,0,0,0,6,8
2276,3752,Pauline's Pizza,260 Valencia St,San Francisco,CA,94103,37.768677,-122.422275,"(37.768677, -122.422275)",14155552050.0,3752_20160614,6/14/2016 0:00,94.0,Routine - Unscheduled,3752_20160614_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160614,103154,2016-06-14,0,0,0,0,0,2,2
2277,38139,Island Market & Deli,2 Ave of the Palms  Bldg. 146,San Francisco,CA,94130,37.824494,-122.371798,"(37.824494, -122.371798)",,38139_20161214,12/14/2016 0:00,87.0,Routine - Unscheduled,38139_20161214_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161214,103149,2016-12-14,0,0,0,0,3,0,1
2278,81355,Red Tavern,2229 Clement St,San Francisco,CA,,,,,14155759090.0,81355_20160526,5/26/2016 0:00,88.0,Routine - Unscheduled,81355_20160526_103133,Foods not protected from contamination,Moderate Risk,20160526,103133,2016-05-26,0,0,2,0,0,3,2
2279,6965,Hang Seng Meat Market,834 Jackson St,San Francisco,CA,94133,37.795788,-122.408834,"(37.795788, -122.408834)",,6965_20150608,6/8/2015 0:00,82.0,Routine - Unscheduled,6965_20150608_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20150608,103124,2015-06-08,0,0,6,0,0,3,1
2280,37658,Jack In The Box #556,366 Bayshore Blvd,San Francisco,CA,94124,37.741597,-122.406398,"(37.741597, -122.406398)",,37658_20151112,11/12/2015 0:00,,Complaint,37658_20151112_103114,High risk vermin infestation,High Risk,20151112,103114,2015-11-12,0,3,0,1,0,0,1
2281,82345,Blaze Pizza Fast-Fire'd,3251 20th Ave #157,San Francisco,CA,94132,,,,14156585880.0,82345_20150615,6/15/2015 0:00,96.0,Routine - Unscheduled,82345_20150615_103148,No thermometers or uncalibrated thermometers,Low Risk,20150615,103148,2015-06-15,0,1,0,0,2,6,2
2282,6966,M.P. Seafood Market,848 Jackson St,San Francisco,CA,94133,37.795786,-122.40906499999998,"(37.795786, -122.409065)",,6966_20150625,6/25/2015 0:00,96.0,Routine - Unscheduled,6966_20150625_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20150625,103124,2015-06-25,0,1,0,0,3,0,2
2283,83316,JW&L Market,1401 Stockton St,San Francisco,CA,94133,,,,,83316_20161114,11/14/2016 0:00,86.0,Routine - Unscheduled,83316_20161114_103139,Improper food storage,Low Risk,20161114,103139,2016-11-14,0,0,0,0,5,0,4
2284,68421,Cako Bakery,101 04th St Ste. 9101,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,68421_20171003,10/3/2017 0:00,92.0,Routine - Unscheduled,68421_20171003_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171003,103124,2017-10-03,0,2,0,0,1,3,2
2285,84445,My Pot,408 Dewey Blvd,San Francisco,CA,94116,,,,14155666888.0,84445_20161207,12/7/2016 0:00,98.0,Routine - Unscheduled,84445_20161207_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20161207,103144,2016-12-07,0,0,0,0,1,0,1
2286,5802,LOWELL HIGH SCHOOL,1101 EUCALYPTUS Dr,San Francisco,CA,94132,37.73102700000001,-122.483578,"(37.731027, -122.483578)",14155752748.0,5802_20171003,10/3/2017 0:00,94.0,Routine - Unscheduled,5802_20171003_103120,Moderate risk food holding temperature,Moderate Risk,20171003,103120,2017-10-03,0,2,0,0,1,2,2
2287,68258,A&M LIQUOR,1600 SUTTER ST,San Francisco,CA,94109,37.786928,-122.42696399999998,"(37.786928, -122.426964)",14155932153.0,68258_20160305,3/5/2016 0:00,98.0,Routine - Unscheduled,68258_20160305_103138,Improper storage use or identification of toxic substances,Low Risk,20160305,103138,2016-03-05,0,0,0,0,1,0,1
2288,2305,TIA MARGARITA INC,300 19th Ave,San Francisco,CA,94121,37.782124,-122.478425,"(37.782124, -122.478425)",,2305_20160526,5/26/2016 0:00,89.0,Routine - Unscheduled,2305_20160526_103105,Improper cooling methods,High Risk,20160526,103105,2016-05-26,0,3,0,0,0,2,3
2289,1972,KENTUCKY FRIED CHICKEN,4150 GEARY Blvd,San Francisco,CA,94109,37.781128,-122.464072,"(37.781128, -122.464072)",,1972_20160426,4/26/2016 0:00,74.0,Routine - Unscheduled,1972_20160426_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160426,103144,2016-04-26,0,0,0,0,4,6,4
2290,2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,San Francisco,CA,94134,37.729408,-122.404391,"(37.729408, -122.404391)",,2622_20160526,5/26/2016 0:00,61.0,Routine - Unscheduled,2622_20160526_103114,High risk vermin infestation,High Risk,20160526,103114,2016-05-26,0,7,0,0,7,10,7
2291,59041,Nina's Cafe,201 Fell St,San Francisco,CA,94102,37.7761,-122.421177,"(37.7761, -122.421177)",,59041_20160520,5/20/2016 0:00,94.0,Routine - Unscheduled,59041_20160520_103129,Insufficient hot water or running water,Moderate Risk,20160520,103129,2016-05-20,0,3,0,3,0,2,3
2292,7214,SUN FAT SEAFOOD,2687 MISSION St,San Francisco,CA,94110,37.754094,-122.418586,"(37.754094, -122.418586)",14155289339.0,7214_20150401,4/1/2015 0:00,94.0,Routine - Unscheduled,7214_20150401_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150401,103154,2015-04-01,0,3,0,0,3,0,6
2293,7678,Casa Thai Market,3020 16th St,San Francisco,CA,94103,37.765049,-122.420122,"(37.765049, -122.420122)",14155433562.0,7678_20160819,8/19/2016 0:00,,Reinspection/Followup,7678_20160819_103161,Low risk vermin infestation,Low Risk,20160819,103161,2016-08-19,4,0,0,0,3,1,4
2294,4678,ANDRE-BOUDIN BAKERIES,399 10th Ave,San Francisco,CA,94118,37.781139,-122.468635,"(37.781139, -122.468635)",,4678_20160311,3/11/2016 0:00,84.0,Routine - Unscheduled,4678_20160311_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160311,103144,2016-03-11,0,8,0,0,5,0,6
2295,61915,La Loma Produce Nos. 3 & 9 Inc,5652 MISSION St,San Francisco,CA,94112,37.710685,-122.447907,"(37.710685, -122.447907)",14155589254.0,61915_20160527,5/27/2016 0:00,67.0,Routine - Unscheduled,61915_20160527_103103,High risk food holding temperature,High Risk,20160527,103103,2016-05-27,0,0,3,0,4,6,3
2296,68278,Fresh Bay Cafe,3659 Buchanan St,San Francisco,CA,94123,37.803627,-122.433503,"(37.803627, -122.433503)",14155928868.0,68278_20161212,12/12/2016 0:00,86.0,Routine - Unscheduled,68278_20161212_103133,Foods not protected from contamination,Moderate Risk,20161212,103133,2016-12-12,3,0,0,0,4,0,6
2297,17779,New Bosworth Market,145 Bosworth,San Francisco,CA,94112,37.733466,-122.428086,"(37.733466, -122.428086)",,17779_20160527,5/27/2016 0:00,67.0,Routine - Unscheduled,17779_20160527_103150,Improper or defective plumbing,Low Risk,20160527,103150,2016-05-27,0,0,6,0,4,7,6
2298,78531,Las Cocineras Restaurant,2341 Folsom St,San Francisco,CA,94110,,,,,78531_20150610,6/10/2015 0:00,96.0,Routine - Unscheduled,78531_20150610_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20150610,103116,2015-06-10,3,0,0,0,3,0,1
2299,86386,Fresh Meat Seafood Market,2704 Mission St,San Francisco,CA,94110,,,,14155558044.0,86386_20160216,2/16/2016 0:00,,New Ownership,86386_20160216_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160216,103144,2016-02-16,0,0,3,0,0,2,3
2300,86283,The Baked Bear,2824 Jones St,San Francisco,CA,94133,,,,,86283_20160708,7/8/2016 0:00,94.0,Routine - Unscheduled,86283_20160708_103139,Improper food storage,Low Risk,20160708,103139,2016-07-08,0,0,5,0,0,2,5
2301,72117,Proposition Chicken,1750 Market St,San Francisco,CA,94102,,,,,72117_20161214,12/14/2016 0:00,92.0,Routine - Unscheduled,72117_20161214_103145,Improper storage of equipment utensils or linens,Low Risk,20161214,103145,2016-12-14,0,0,0,0,4,0,1
2302,68131,Radio Africa & Kitchen,4800 03rd St,San Francisco,CA,94124,37.734652,-122.390872,"(37.734652, -122.390872)",,68131_20150429,4/29/2015 0:00,94.0,Routine - Unscheduled,68131_20150429_103138,Improper storage use or identification of toxic substances,Low Risk,20150429,103138,2015-04-29,0,6,0,0,0,3,2
2303,2356,TAQUERIA EL FAROLITO,2779 MISSION St,San Francisco,CA,94110,37.752634,-122.41848600000002,"(37.752634, -122.418486)",14155823848.0,2356_20160310,3/10/2016 0:00,88.0,Routine - Unscheduled,2356_20160310_103139,Improper food storage,Low Risk,20160310,103139,2016-03-10,0,4,0,0,1,0,5
2304,5821,MOSCONE ELEMENTARY SCHOOL,2576 HARRISON St,San Francisco,CA,94110,37.756231,-122.412293,"(37.756231, -122.412293)",14155695736.0,5821_20150424,4/24/2015 0:00,96.0,Routine - Unscheduled,5821_20150424_103157,Food safety certificate or food handler card not available,Low Risk,20150424,103157,2015-04-24,0,0,0,0,1,0,2
2305,6768,PING'S MEAT MARKET,0239 BALBOA St,San Francisco,CA,94118,37.777286,-122.461229,"(37.777286, -122.461229)",,6768_20161003,10/3/2016 0:00,89.0,Routine - Unscheduled,6768_20161003_103114,High risk vermin infestation,High Risk,20161003,103114,2016-10-03,0,0,3,0,2,0,3
2306,36645,Peekadoodle Kidsclub,900 North Point St #F100,San Francisco,CA,94109,37.805427,-122.422854,"(37.805427, -122.422854)",,36645_20160310,3/10/2016 0:00,91.0,Routine - Unscheduled,36645_20160310_103109,Unclean or unsanitary food contact surfaces,High Risk,20160310,103109,2016-03-10,0,0,4,0,0,0,2
2307,69069,Easy Breezy,4028 24th St,San Francisco,CA,94114,37.751418,-122.432602,"(37.751418, -122.432602)",,69069_20160912,9/12/2016 0:00,96.0,Routine - Unscheduled,69069_20160912_103145,Improper storage of equipment utensils or linens,Low Risk,20160912,103145,2016-09-12,0,1,0,0,0,2,1
2308,3114,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,3114_20160525,5/25/2016 0:00,87.0,Routine - Unscheduled,3114_20160525_103143,Inadequate warewashing facilities or equipment,Low Risk,20160525,103143,2016-05-25,0,3,0,0,3,4,3
2309,71443,DAVIDsTEA,2272 Chestnut St,San Francisco,CA,94123,,,,,71443_20161213,12/13/2016 0:00,89.0,Routine - Unscheduled,71443_20161213_103157,Food safety certificate or food handler card not available,Low Risk,20161213,103157,2016-12-13,0,0,0,0,3,0,2
2310,2501,Posh Bagel,266 Sutter St,San Francisco,CA,94108,37.789718,-122.404974,"(37.789718, -122.404974)",,2501_20161214,12/14/2016 0:00,94.0,Routine - Unscheduled,2501_20161214_103145,Improper storage of equipment utensils or linens,Low Risk,20161214,103145,2016-12-14,0,0,0,0,3,0,3
2311,66583,Kara's Cupcakes,2565 03rd St #334,San Francisco,CA,94107,37.757114,-122.388034,"(37.757114, -122.388034)",,66583_20150324,3/24/2015 0:00,96.0,Routine - Unscheduled,66583_20150324_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20150324,103116,2015-03-24,0,0,0,0,2,0,1
2312,68428,Cafe Coco,4201 geary Blvd,San Francisco,CA,94118,,,,,68428_20150805,8/5/2015 0:00,90.0,Routine - Unscheduled,68428_20150805_103157,Food safety certificate or food handler card not available,Low Risk,20150805,103157,2015-08-05,0,3,0,0,3,5,4
2313,60085,Henry's Convenience Store,111 Sutter St,San Francisco,CA,94104,37.789943,-122.402558,"(37.789943, -122.402558)",,60085_20160426,4/26/2016 0:00,91.0,Routine - Unscheduled,60085_20160426_103103,High risk food holding temperature,High Risk,20160426,103103,2016-04-26,0,0,4,0,0,2,4
2314,7525,Stone House Calif Olive Oil,1 Ferry Building  #28,San Francisco,CA,94111,37.786766,-122.461545,"(37.786766, -122.461545)",,7525_20151002,10/2/2015 0:00,93.0,Routine - Unscheduled,7525_20151002_103108,Contaminated or adulterated food,High Risk,20151002,103108,2015-10-02,0,0,0,0,1,0,1
2315,37732,The Salvation Army,240 Turk St,San Francisco,CA,94102,37.782938,-122.413133,"(37.782938, -122.413133)",,37732_20160711,7/11/2016 0:00,92.0,Routine - Unscheduled,37732_20160711_103157,Food safety certificate or food handler card not available,Low Risk,20160711,103157,2016-07-11,0,0,3,0,0,3,2
